timestamp, name, pci.bus_id, driver_version, temperature.gpu, utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2024/01/17 23:08:39.818, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 36 %, 77213 MiB
2024/01/17 23:08:39.920, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 36 %, 77213 MiB
2024/01/17 23:08:40.022, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:40.123, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:40.225, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:40.327, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:40.428, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 91 %, 33 %, 77213 MiB
2024/01/17 23:08:40.530, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:40.631, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:40.733, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:40.834, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:40.936, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:41.037, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:41.139, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 26 %, 77213 MiB
2024/01/17 23:08:41.241, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 26 %, 77213 MiB
2024/01/17 23:08:41.342, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:41.444, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:41.545, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 36 %, 77213 MiB
2024/01/17 23:08:41.647, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 36 %, 77213 MiB
2024/01/17 23:08:41.749, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:41.850, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:41.952, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:42.054, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:42.157, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 38 %, 77213 MiB
2024/01/17 23:08:42.258, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 38 %, 77213 MiB
2024/01/17 23:08:42.361, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:42.463, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:42.566, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:42.667, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:42.769, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:42.870, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:42.972, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:43.073, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:43.175, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 32 %, 77213 MiB
2024/01/17 23:08:43.277, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 32 %, 77213 MiB
2024/01/17 23:08:43.378, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 41 %, 77213 MiB
2024/01/17 23:08:43.480, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 41 %, 77213 MiB
2024/01/17 23:08:43.582, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 40 %, 77213 MiB
2024/01/17 23:08:43.683, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 40 %, 77213 MiB
2024/01/17 23:08:43.785, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 95 %, 39 %, 77213 MiB
2024/01/17 23:08:43.886, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 95 %, 39 %, 77213 MiB
2024/01/17 23:08:43.988, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 99 %, 27 %, 77213 MiB
2024/01/17 23:08:44.090, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 99 %, 27 %, 77213 MiB
2024/01/17 23:08:44.192, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:44.293, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:44.395, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:44.497, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:44.598, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:44.700, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:44.802, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:44.904, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:45.006, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 91 %, 33 %, 77213 MiB
2024/01/17 23:08:45.109, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 91 %, 33 %, 77213 MiB
2024/01/17 23:08:45.211, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 42 %, 77213 MiB
2024/01/17 23:08:45.313, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 42 %, 77213 MiB
2024/01/17 23:08:45.415, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 42 %, 77213 MiB
2024/01/17 23:08:45.517, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 42 %, 77213 MiB
2024/01/17 23:08:45.619, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 41 %, 77213 MiB
2024/01/17 23:08:45.721, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 41 %, 77213 MiB
2024/01/17 23:08:45.822, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 95 %, 35 %, 77213 MiB
2024/01/17 23:08:45.924, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 95 %, 35 %, 77213 MiB
2024/01/17 23:08:46.025, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:46.127, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:46.229, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:46.330, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:46.432, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:46.533, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:46.635, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:46.736, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:46.838, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 35 %, 77213 MiB
2024/01/17 23:08:46.940, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 35 %, 77213 MiB
2024/01/17 23:08:47.041, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 40 %, 77213 MiB
2024/01/17 23:08:47.145, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 40 %, 77213 MiB
2024/01/17 23:08:47.246, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 41 %, 77213 MiB
2024/01/17 23:08:47.348, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 41 %, 77213 MiB
2024/01/17 23:08:47.450, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 38 %, 77213 MiB
2024/01/17 23:08:47.552, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 38 %, 77213 MiB
2024/01/17 23:08:47.654, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 40 %, 77213 MiB
2024/01/17 23:08:47.756, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 40 %, 77213 MiB
2024/01/17 23:08:47.859, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 41 %, 77213 MiB
2024/01/17 23:08:47.960, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 41 %, 77213 MiB
2024/01/17 23:08:48.062, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 41 %, 77213 MiB
2024/01/17 23:08:48.164, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 41 %, 77213 MiB
2024/01/17 23:08:48.265, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 29 %, 77213 MiB
2024/01/17 23:08:48.367, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 29 %, 77213 MiB
2024/01/17 23:08:48.469, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:48.570, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:48.672, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:48.774, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:48.875, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:48.977, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:49.078, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:49.180, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:49.282, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 26 %, 77213 MiB
2024/01/17 23:08:49.383, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 26 %, 77213 MiB
2024/01/17 23:08:49.485, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:49.587, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:49.688, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:49.790, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:49.891, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:49.993, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:50.094, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 26 %, 77213 MiB
2024/01/17 23:08:50.196, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 26 %, 77213 MiB
2024/01/17 23:08:50.298, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:50.399, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:50.501, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:50.602, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:50.704, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:50.806, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:50.907, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:51.009, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:51.110, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 26 %, 77213 MiB
2024/01/17 23:08:51.212, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 26 %, 77213 MiB
2024/01/17 23:08:51.314, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:51.416, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:51.518, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:51.620, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:51.722, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:51.824, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:51.926, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:52.028, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:52.129, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 26 %, 77213 MiB
2024/01/17 23:08:52.232, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 26 %, 77213 MiB
2024/01/17 23:08:52.334, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:52.435, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:52.537, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:52.638, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:52.740, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:52.841, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:52.943, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:53.045, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:53.146, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 26 %, 77213 MiB
2024/01/17 23:08:53.248, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 26 %, 77213 MiB
2024/01/17 23:08:53.350, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:53.451, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:53.553, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:53.654, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:53.756, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:53.858, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:53.959, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:54.061, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:54.163, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 36 %, 77213 MiB
2024/01/17 23:08:54.265, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 36 %, 77213 MiB
2024/01/17 23:08:54.366, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 43 %, 77213 MiB
2024/01/17 23:08:54.468, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 43 %, 77213 MiB
2024/01/17 23:08:54.570, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 43 %, 77213 MiB
2024/01/17 23:08:54.671, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 43 %, 77213 MiB
2024/01/17 23:08:54.773, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 41 %, 77213 MiB
2024/01/17 23:08:54.875, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 41 %, 77213 MiB
2024/01/17 23:08:54.977, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 43 %, 77213 MiB
2024/01/17 23:08:55.079, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 43 %, 77213 MiB
2024/01/17 23:08:55.181, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 43 %, 77213 MiB
2024/01/17 23:08:55.283, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 43 %, 77213 MiB
2024/01/17 23:08:55.385, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 33 %, 77213 MiB
2024/01/17 23:08:55.487, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:55.589, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:55.691, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:55.792, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:55.894, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:55.996, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:56.097, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:56.199, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 28 %, 77213 MiB
2024/01/17 23:08:56.301, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 36 %, 77213 MiB
2024/01/17 23:08:56.402, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 36 %, 77213 MiB
2024/01/17 23:08:56.504, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:56.606, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:56.707, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:56.809, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:56.910, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 34 %, 77213 MiB
2024/01/17 23:08:57.012, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 34 %, 77213 MiB
2024/01/17 23:08:57.113, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:57.215, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:57.317, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:57.418, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:57.520, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:57.621, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:57.723, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:57.824, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:57.926, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 33 %, 77213 MiB
2024/01/17 23:08:58.028, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 33 %, 77213 MiB
2024/01/17 23:08:58.129, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 41 %, 77213 MiB
2024/01/17 23:08:58.231, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 41 %, 77213 MiB
2024/01/17 23:08:58.333, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 40 %, 77213 MiB
2024/01/17 23:08:58.435, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 40 %, 77213 MiB
2024/01/17 23:08:58.537, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 38 %, 77213 MiB
2024/01/17 23:08:58.639, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 93 %, 38 %, 77213 MiB
2024/01/17 23:08:58.741, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:58.842, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:58.944, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 43 %, 77213 MiB
2024/01/17 23:08:59.046, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 43 %, 77213 MiB
2024/01/17 23:08:59.148, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:59.249, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 69, 100 %, 44 %, 77213 MiB
2024/01/17 23:08:59.351, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 30 %, 77213 MiB
2024/01/17 23:08:59.452, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 94 %, 30 %, 77213 MiB
2024/01/17 23:08:59.554, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
2024/01/17 23:08:59.655, NVIDIA A100 80GB PCIe, 00000000:03:00.0, 535.54.03, 70, 100 %, 27 %, 77213 MiB
